,Search_Location,Search_Keywords,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time,Unnamed: 10
7422,"Washington, DC",social impact,"Manager, State and Local Policy",https://www.indeed.com/rc/clk?jk=296804128e9b67e4&fccid=9d7ba46163b659f3&vjs=3,American Institute of Architects," Proficient in the use of Microsoft Office Suite (e.g., Word, Excel, Access, etc.), state legislative tracking services, and social media","Washington, DC 20006 
(Foggy Bottom area)","Posted
Posted 10 days ago",3.7,10/10/2022,
7423,"Washington, DC",social impact,Senior Consultant,https://www.indeed.com/rc/clk?jk=70f213768aafb09e&fccid=48ecd526e3aa3225&vjs=3,Kaiser Permanente, Drives strategic data-informed decisions by consulting with clients to identify and clarify key business needs; developing outcomes and process measures;,"Rockville, MD","Posted
Posted 30+ days ago",4.1,10/10/2022,
7424,"Washington, DC",social impact,"Senior Manager, Communications – Washington, DC",https://www.indeed.com/rc/clk?jk=c9cb143f8bf22df3&fccid=da3c7fed78dd1607&vjs=3,Samsung Electronics, Internal Reporting & Analysis: Develop and refine metrics to demonstrate critical impact of communications function on USPA’s success,"Washington, DC 20003 
(Capitol Hill area)","Posted
Posted 25 days ago",4,10/10/2022,
7425,"Washington, DC",social impact,"Intelligence Research Specialist (CYBER), GS-0132-11/12/13",https://www.indeed.com/rc/clk?jk=c274fe0bfccd75b7&fccid=f7a5c42fd5d21ac3&vjs=3,U.S. Coast Guard," You will serve as an Intelligence Research Specialist in cyberspace threats, with responsibility for conducting research, analysis, and liaison work with other","Suitland, MD","Posted
Posted 22 days ago",4.4,10/10/2022,
7426,"Washington, DC",social impact,Data Analyst (Government Projects),https://www.indeed.com/rc/clk?jk=eec3c92e4433e534&fccid=f9aa5c7a129c96ef&vjs=3,Arc Aspicio," Apply formal consulting techniques and methods on high impact consulting projects.
 Support consulting projects in a dynamic environment, collaborating with team","Hybrid remote in Washington, DC 20006","Posted
Just posted",3.3,10/10/2022,
7427,"Washington, DC",social impact,Department of Social Work - Assistant Professor,https://www.indeed.com/rc/clk?jk=190d45f5813e0345&fccid=e57770fb2bd5bce7&vjs=3,George Mason University, Evidence of research excellence as measured by a positive trajectory of refereed publications in high impact journals and grant funding,"Fairfax, VA 22030","Posted
Posted 3 days ago",4.2,10/10/2022,
7428,"Washington, DC",social impact,"Budget Analyst, GS-0560-12",https://www.indeed.com/rc/clk?jk=a562dafbbc5e8082&fccid=f7a5c42fd5d21ac3&vjs=3,U.S. Coast Guard," You will serve as a Budget Analyst and be responsible for assisting in management and coordination of budget development/analysis, financial management, and","Washington, DC 20593 
(Saint Elizabeths area)","Posted
Posted 10 days ago",4.4,10/10/2022,
7429,"Washington, DC",social impact,Fall 2023 Civil Rights Fellowship,https://www.indeed.com/rc/clk?jk=02cef6499bd6662c&fccid=536049b3c6e116b0&vjs=3,Washington Lawyers Committee," Fellows are provided robust opportunities to lead their projects, as well as vital supervision and collaboration from Committee litigators who have experience","Washington, DC 20005 
(Downtown area)","Posted
Posted 30+ days ago",,10/10/2022,
7430,"Washington, DC",social impact,"Chief, Economic Litigation Section",https://www.indeed.com/rc/clk?jk=b6f2476e52e5ba1d&fccid=dd616958bd9ddc12&vjs=3,"US Offices, Boards and Divisions", The Economic Litigation Section works with legal staffs to provide economic analysis to the Division's litigating sections on competition matters,"Washington, DC 20001 
(Judiciary Square area)","Posted
Posted 13 days ago",,10/10/2022,
7431,"Washington, DC",social impact,GSOC Analyst (Part-Time),https://www.indeed.com/rc/clk?jk=5232ada88b3c0e4d&fccid=1fb5c7fd9f769623&vjs=3,Pinkerton," Monitor geopolitical events that may impact executive travel, company events, and/or operations.
 Serve as initial command element during emergency or crisis","Washington, DC 20015 
(Chevy Chase area)","Posted
Posted 30+ days ago",3.7,10/10/2022,
7432,"Washington, DC",social impact,GENERAL COUNSEL,https://www.indeed.com/rc/clk?jk=7e574e11261e8e1c&fccid=c8740b0658ce4cf9&vjs=3,US Defense Intelligence Agency," DIA employs a variety of professionals who serve throughout the workforce to ensure successful operations.
 U.S. Citizenship - Drug Test - Security Investigation","Washington, DC","Posted
Posted 10 days ago",3.3,10/10/2022,
7433,"Washington, DC",social impact,"Program Officer - Gulf Data, Analytics, and Impact Board",https://www.indeed.com/rc/clk?jk=8f7a02419d560174&fccid=91fc897d5ccdebb0&vjs=3,The National Academies," Produce presentations, briefings, and reports on outcomes and impacts of GRP programs/projects.
 The newly-established GDAI team is dedicated to building GRP’s","Washington, DC 20001 
(Judiciary Square area)","Posted
Posted 25 days ago",3.7,10/10/2022,
7434,"Washington, DC",social impact,Mid Level All Source Analyst,https://www.indeed.com/rc/clk?jk=d226546b2f7b8a2f&fccid=bae098e9666bd225&vjs=3,BAE Systems," This analyst will conduct analysis using intelligence and information from multiple sources to assess, interpret, forecast, and explain a range of national","Washington, DC 20032 
(Anacostia area)","Posted
Posted 30+ days ago",3.8,10/10/2022,
7435,"Washington, DC",social impact,Leadership Coaching Manager,https://www.indeed.com/rc/clk?jk=2817017d4d60c421&fccid=dd616958bd9ddc12&vjs=3,Service Employees International Union / SEIU,"IU (Service Employees International Union) Job Title: Manager, Leadership Coaching Grade: MGT D Salary is $54,869 for 20 hours per week (includes benefit","Washington, DC 20036 
(Downtown area)","Posted
Posted 30+ days ago",,10/10/2022,
7436,"Washington, DC",social impact,Energy Policy Manager (Hybrid),https://www.indeed.com/rc/clk?jk=6d035e22f61870f5&fccid=36ccedc5bfdf19b1&vjs=3,Cummins Inc.,ergy Policy Manager (Hybrid) Description Energy Policy Manager (Hybrid) Our culture believes in POWERING YOUR POTENTIAL . We provide global opportunitie,"Washington, DC 20080 
(Downtown area)","Posted
Posted 4 days ago",3.8,10/10/2022,
7437,"Washington, DC",social impact,"Nonprofit Product Program Manager , AWS Nonprofits",https://www.indeed.com/rc/clk?jk=119737a62428a191&fccid=5cc0cdc6dbb121cc&vjs=3,"Amazon Web Services, Inc."," years of experience in program or project management Experience using data and metrics to drive improvements Experience owning program strategy, end to en","Washington, DC","Posted
Posted 2 days ago",3.3,10/10/2022,
7438,"Washington, DC",social impact,Quality Improvement Specialist,https://www.indeed.com/rc/clk?jk=de9489ddd9ae673d&fccid=a5edbecada1117a2&vjs=3,Howard University,e Talent Acquisition department hires qualified candidates to fill positions which contribute to the overall strategic success of Howard University. Hirin,"Washington, DC 20001 
(Ledroit Park area)","Posted
Posted 30+ days ago",3.9,10/10/2022,
7439,"Washington, DC",social impact,"Senior Director, International Advocacy - Latin America",https://www.indeed.com/rc/clk?jk=6fd7cf8dd9b8dfdb&fccid=8920e02eca223ac0&vjs=3,Pharmaceutical Research and Manufacturers of...,erview: The Pharmaceutical Research and Manufacturers of America (PhRMA) is seeking a Senior Director for its International Advocacy team to lead th,"Washington, DC 20004 
(Penn Quarter area)","Posted
Posted 30+ days ago",,10/10/2022,
7440,"Washington, DC",social impact,Environmental Scientist (Associate Level),https://www.indeed.com/rc/clk?jk=33651d1dceebe747&fccid=3f0d5695925aa6ba&vjs=3,ERM Group,"M is seeking an Environmental Scientist to join our growing office in Washington, DC or Annapolis, MD. The successful candidate will support a broad rang","Washington, DC 20036 
(Downtown area)","Posted
Posted 30+ days ago",3.3,10/10/2022,
7441,"Washington, DC",social impact,Budget Development & Reporting Associate,https://www.indeed.com/rc/clk?jk=08130d0212fbfe58&fccid=15467a3a0166d3fc&vjs=3,World Resources Institute,is position will be based in the WRI US office (DC) and is remote eligible. Existing work authorization is required at the time of application submission,"Washington, DC 20002 
(NoMa area)","Posted
Posted 3 days ago",4.1,10/10/2022,
7442,"Washington, DC",social impact,"Recreational Boating Safety Specialist, GS-0301-13",https://www.indeed.com/rc/clk?jk=2e8623d77f2af740&fccid=f7a5c42fd5d21ac3&vjs=3,U.S. Coast Guard,ties You will serve as a Recreational Boating Safety Specialist responsible for providing senior subject matter expertise and technical support of th,"Washington, DC 20593 
(Saint Elizabeths area)","Posted
Posted 10 days ago",4.4,10/10/2022,
7443,"Washington, DC",social impact,Talent Acquisition Associate,https://www.indeed.com/company/Social-Impact/jobs/Talent-Acquisition-Associate-ee7d4184cba24235?fccid=9fc2e0c68ec7022d&vjs=3,Social Impact,"alent Acquisition Associate, Social Impact, Remote * Social Impact (SI) is a Washington, DC-area international development management consulting firm. W","Remote in Arlington, VA","Posted
Posted 30+ days ago",4,10/10/2022,
7444,"Washington, DC",social impact,Communications Specialist,https://www.indeed.com/rc/clk?jk=33ac66cd6f8f21c2&fccid=23acbb0284eef922&vjs=3,Columbus Technologies,erview: Roles and responsibilities Must be a US Citizen or Green Card Holder W2 with full benefit COVID19: Must be fully vaccinated and provide vali,"Bethesda, MD 20892","Posted
Posted 30+ days ago",4.6,10/10/2022,
7445,"Washington, DC",social impact,Mid-Market Account Executive - Nonprofit Organizations,https://www.indeed.com/rc/clk?jk=42bcef56fa7b146c&fccid=4027cfd917e1ee29&vjs=3,Salesforce," get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts. Jo","Washington, DC","Posted
Posted 18 days ago",4.4,10/10/2022,
7446,"Washington, DC",social impact,Capital Assets Consultant,https://www.indeed.com/rc/clk?jk=07cb93d7da4fb2ed&fccid=9e215d88a6b33622&vjs=3,Deloitte,in our team and begin tackling critical issues at all levels of government in a team-focused environment with an emphasis on personal and professional growt,"Rosslyn, VA 22209 
(Radnor-Ft Myer Heights area)","Posted
Posted 5 days ago",3.9,10/10/2022,
7447,"Washington, DC",social impact,Freelance Journalist - Cipher,https://www.indeed.com/rc/clk?jk=f79cae93c5044a30&fccid=772892980400e286&vjs=3,Breakthrough Energy,OUT CIPHER Cipher is a publication supported by Breakthrough Energy. Cipher's mission is to help accelerate understanding of the technologica,"Washington, DC","Posted
Posted 30+ days ago",,10/10/2022,
7448,"Washington, DC",social impact,"Assistant, Associate, or Full Professor in Teacher Education...",https://www.indeed.com/rc/clk?jk=1cde068629d893cf&fccid=fd1f6255717cee80&vjs=3,University of Maryland,"sting Details Posting Details Position Number: 105442 Title: Open Rank Functional Title: Assistant, Associate, or Full Professor in Teacher Education an","College Park, MD 20742","Posted
Posted 30+ days ago",4.1,10/10/2022,
7449,"Washington, DC",social impact,"Director, Museum Conservation Institute",https://www.indeed.com/rc/clk?jk=31115e370af8f041&fccid=dd616958bd9ddc12&vjs=3,US Smithsonian Institution,"ties With direction from the Under Secretary for Science and Research, the incumbent develops and implements Museum Conservation Institute's (MCI","Suitland, MD","Posted
Posted 5 days ago",,10/10/2022,
7450,,,,,,,,,,,
7451,,,,,,,,,,,
7452,,,,,,,,,,,
7453,"Washington, DC",social impact,Safety and Occupational Health Specialist,https://www.indeed.com/rc/clk?jk=2e10451b0ff95e3c&fccid=651f884988e17fb1&vjs=3,US Occupational Safety and Health Administration, Assesses situation or problem and recommends a course of action to reduce adverse impact on the OCS office programs and to promote support for overall,"Washington, DC","Posted
Posted 3 days ago",4,10/10/2022,
7454,"Washington, DC",social impact,Montgomery County Government and Politics Reporter,https://www.indeed.com/rc/clk?jk=8f87af04d28ffc45&fccid=9502fdf46127ff92&vjs=3,The Washington Post, The reporter will hold decision-makers in this wealthy county accountable and explore the widening inequities in it,"Washington, DC","Posted
Posted 30+ days ago",4,10/10/2022,
7455,"Washington, DC",social impact,Research Associate,https://www.indeed.com/rc/clk?jk=1eb0eb85e86ed609&fccid=15467a3a0166d3fc&vjs=3,World Resources Institute," WRI’s Forests and Land Program aims to conserve and restore forests for benefits as diverse as cultural identity, biodiversity, carbon capture, water security","Temporarily Remote in Washington, DC 20002","Posted
Posted 30+ days ago",4.1,10/10/2022,
7456,"Washington, DC",social impact,DEPUTY DIRECTOR FOR TRANSPORTATION AND DEVELOPMENT,https://www.indeed.com/rc/clk?jk=3100061b99a67a6b&fccid=1acd48d27bfeb1e9&vjs=3,"Arlington County, VA"," Ability to navigate differing community interests, programs and initiatives while considering the impact of complex transportation and infrastructure","Arlington, VA","Posted
Posted 30+ days ago",3.9,10/10/2022,
7457,"Washington, DC",social impact,Department of Justice (DOJ) Office of Justice Programs (OJP)...,https://www.indeed.com/company/Manhattan-Strategy-Group/jobs/Department-Justice-Functional-Spe-bf954c6b23ad9a7e?fccid=e2c4e2666be92628&vjs=3,Manhattan Strategy Group," Helps assess the impact of industry trends, policy, and/or standard methodologies.
 Department of Justice (DOJ) Office of Justice Programs (OJP) Functional","Bethesda, MD 20814","Posted
Posted 30+ days ago",,10/10/2022,
7458,"Washington, DC",social impact,Talent Acquisition Associate,https://www.indeed.com/company/Social-Impact/jobs/Talent-Acquisition-Associate-ee7d4184cba24235?fccid=9fc2e0c68ec7022d&vjs=3,Social Impact," Talent Acquisition Associate, Social Impact, Remote *.
 Social Impact (SI) is a Washington, DC-area international development management consulting firm","Remote in Arlington, VA","Posted
Posted 30+ days ago",4,10/10/2022,
7459,"Washington, DC",social impact,"Navigator Case Worker (Bilingual, English and Spanish)",https://www.indeed.com/rc/clk?jk=7a8f70f19a5fb3b7&fccid=47844ca7ffb48916&vjs=3,Catholic Charities Archdiocese of Washington, The Network also leverages the Agency’s parish network to achieve a broader impact and meet immigrants where they are,"Hybrid remote in Silver Spring, MD 20902","Posted
Posted 30+ days ago",4,10/10/2022,
7460,"Washington, DC",social impact,Capacity Development Officer,https://www.indeed.com/rc/clk?jk=1499e9527683063b&fccid=84defe7d6411e8a5&vjs=3,"Pact, Inc."," Founded in 1971, Pact works with partners to build resilience, improve accountability, and strengthen knowledge and skills for sustainable social impact","Washington, DC 20036 
(Downtown area)","Posted
Posted 2 days ago",,10/10/2022,
7461,"Washington, DC",social impact,"Associate Director, Regional Programs (California)",https://www.indeed.com/company/KABOOM!/jobs/Associate-Director-42ccb6513676ea4e?fccid=b84f5b061dfc6222&vjs=3,KaBOOM!," This includes setting goals for regional impact, developing and driving regional growth, developing effective programs, stewarding partnerships and leading a","Remote in Washington, DC 20008","Posted
Posted 30+ days ago",3.7,10/10/2022,
7462,"Washington, DC",social impact,Maternal and Child Health Monitoring and Evaluation,https://www.indeed.com/rc/clk?jk=3f8e2e863d477faf&fccid=975a4c6e95a58ae2&vjs=3,Public Health Institute, STAR provides participants with immersive experiences at global health organizations and institutions to build capacity and contribute technical expertise to,"Washington, DC","Posted
Posted 19 days ago",4.2,10/10/2022,
7463,"Washington, DC",social impact,Ethics Attorney,https://www.indeed.com/rc/clk?jk=1d5473594ef84842&fccid=e9870e3159e9c6ac&vjs=3,US Central Intelligence Agency, A cover letter addressing: your experience in Executive Branch ethics issues; your legal expertise and knowledge; your legal analysis and writing skills; and,"Washington, DC","Posted
Posted 30+ days ago",4.3,10/10/2022,
7464,"Washington, DC",social impact,Communications Manager,https://www.indeed.com/rc/clk?jk=4085f549c7f0f112&fccid=06712812ace21ea3&vjs=3,IACC," Create basic design for social media graphics and other communications uses.
 Build, execute and manage IACC social media engagement and SEO strategy working","Washington, DC","Posted
Posted 30+ days ago",4.5,10/10/2022,
7465,"Washington, DC",social impact,"Escalations Specialist, Canada Trust and Safety",https://www.indeed.com/rc/clk?jk=c73814376f4c659f&fccid=caed318a9335aac0&vjs=3,TikTok," Knowledge of social media challenges and sensitivity to safety, regulatory, or compliance issues.
 Fluency in Canadian French and regional expertise in Canadian","Washington, DC","Posted
Posted 30+ days ago",3.3,10/10/2022,
7466,"Washington, DC",social impact,Leadership Development Program Manager,https://www.indeed.com/rc/clk?jk=231b2d3fa1b84197&fccid=2794a4cf4bd23b43&vjs=3,Gensler," You will report to the Director of Leadership Development, who reports to the Chief People Officer.
 Your internal clients will include architects, designers,","Washington, DC 20006 
(Downtown area)","Posted
Posted 30+ days ago",3.5,10/10/2022,
7467,"Washington, DC",social impact,"Associate Director, Strategic Planning & Ops. (site-based in...",https://www.indeed.com/rc/clk?jk=0b5dd6ff65360871&fccid=c35194d01a9e2595&vjs=3,Novartis," Plan and organize USPA associate events including town halls, annual planning meeting, social events and other USPA touch points","Washington, DC","Posted
Posted 4 days ago",4.1,10/10/2022,
7468,"Washington, DC",social impact,Deputy Vice President- Advocacy and Strategic Alliances,https://www.indeed.com/rc/clk?jk=3d081bdfaeeca431&fccid=8920e02eca223ac0&vjs=3,Pharmaceutical Research and Manufacturers of..., Drive local state legislative champion development efforts including: leading prioritization and plan development across states and programs; managing the,"Washington, DC 20004 
(Penn Quarter area)","Posted
Posted 18 days ago",,10/10/2022,
7469,"Washington, DC",social impact,Media Relations Manager (Hybrid Schedule),https://www.indeed.com/rc/clk?jk=4cea42188d811da9&fccid=5c4cd9e85a550f93&vjs=3,Howard Hughes Medical Institute," Create and/or manage freelance writers to create original content for websites and social media, including but not limited to news releases and program","Chevy Chase, MD 20815","Posted
Posted 30+ days ago",4.2,10/10/2022,
7470,"Washington, DC",social impact,Associate Specialist,https://www.indeed.com/rc/clk?jk=a99cfd7a5943f81f&fccid=003656df63cede32&vjs=3,AstraZeneca," This includes a fitness center, employee healthcare clinic, electric vehicle charging stations, dry cleaning, full-service cafeteria and copy center","Gaithersburg, MD 20878","Posted
Posted 30+ days ago",4.1,10/10/2022,
7471,"Washington, DC",social impact,"AVP Global Government Relations: Environment, Social, and Go...",https://www.indeed.com/rc/clk?jk=b99e459a48204558&fccid=503cbddf55bc6990&vjs=3,MetLife, Deliver timely communications to internal stakeholders regarding regulatory/legislative/policy developments that could impact the business to ensure an,"Washington, DC 20036 
(Downtown area)","Posted
Posted 30+ days ago",3.8,10/10/2022,
7472,"Washington, DC",social impact,Associate Vice President of Human Resources,https://www.indeed.com/rc/clk?jk=28d4496af39f6fd8&fccid=a96e25f0d7a906c3&vjs=3,Howard Community College," Work Schedule M-F 8:30-5.
 Under supervision of the Vice President of Talent, Inclusion, and Workplace Culture/Chief Human Resources Officer this position will","Columbia, MD 21044","Posted
Posted 24 days ago",4.2,10/10/2022,
7473,"Washington, DC",social impact,Research Specialist,https://www.indeed.com/rc/clk?jk=f4570e1e29cad6a8&fccid=83c626ba40e14ee2&vjs=3,Isaacson Miller Inc," They guide firm strategy, client service, teammate recruitment, day-to-day interactions, and the firm’s and its peoples’ drive for continuous improvement","Washington, DC 20036 
(Dupont Circle area)","Posted
Posted 30+ days ago",4.4,10/10/2022,
7474,"Washington, DC",social impact,Administrative and Science Communications Support,https://www.indeed.com/rc/clk?jk=bf2774154350237f&fccid=c04c7b1b607f1cdc&vjs=3,U.S. Environmental Protection Agency (EPA)," Assist with the planning and development of strategic social media and digital initiatives targeting various audiences;
 EPA-NSSC-0002-21-09-15-22","Washington, DC","Posted
Posted 24 days ago",4.1,10/10/2022,
7475,"Washington, DC",social impact,Residential Aide - Part Time,https://www.indeed.com/rc/clk?jk=524b13d81644670c&fccid=7a1577ae4a3290fb&vjs=3,Friendship Place," We provide outreach, hospitality, health care, case management, housing, job placement services, and advocacy.
 Minimum high school diploma or equivalent","Washington, DC 20016 
(McLean Gardens area)","Posted
Posted 9 days ago",4.2,10/10/2022,
7476,"Washington, DC",social impact,"Evaluation Specialist, Behavioral Health",https://www.indeed.com/rc/clk?jk=9fb604998b5a3fa5&fccid=e290923a98afee94&vjs=3,ICF," Master's degree in public health, public policy, behavioral/social sciences, or related field and at least 3+ years of applied social science research and","Remote in Fairfax, VA 22031","Posted
Posted 27 days ago",3.4,10/10/2022,
7477,"Washington, DC",social impact,"Program Officer - Lending (Washington, DC)",https://www.indeed.com/rc/clk?jk=c05cde3a00df31d4&fccid=d4d6f5741ae42698&vjs=3,Local Initiatives Support Corporation (LISC)," Working knowledge of the economic, political, and social environments of the DC Region, especially lower-income neighborhoods, organizations, and community","Washington, DC","Posted
Posted 30+ days ago",4.1,10/10/2022,
7478,"Washington, DC",social impact,Administrative and Science Communications Support,https://www.indeed.com/rc/clk?jk=222fe329f9cd4d98&fccid=ff085de14d31bf52&vjs=3,ORAU, Assist with the planning and development of strategic social media and digital initiatives targeting various audiences,"Washington, DC 20004 
(Downtown area)","Posted
Posted 24 days ago",3.6,10/10/2022,
7479,"Washington, DC",social impact,Research and Policy Engagement Leader,https://www.indeed.com/rc/clk?jk=7fdccd2cc599097c&fccid=d736a98f6d6bd280&vjs=3,Resources for the Future (RFF), The ideal candidate will have the entrepreneurial drive to establish new areas of research with lasting impact on environmental decisions and policy,"Hybrid remote in Washington, DC 20036","Posted
Posted 6 days ago",,10/10/2022,
7480,"Washington, DC",social impact,ANAB Manager of Communication,https://www.indeed.com/company/American-National-Standards-Institute/jobs/Anab-Manager-Communication-5f5daa21f6ca9eae?fccid=f6618eb29a1ed96b&vjs=3,American National Standards Institute," Familiarity with social media and search engine optimization.
 We are currently looking for an individual to oversee marketing and communication activities to","Remote in Washington, DC","Posted
Posted 30+ days ago",3.5,10/10/2022,
7481,"Washington, DC",social impact,"Senior Manager, B.E.S.T. (Employee Experience)",https://www.indeed.com/rc/clk?jk=2ba20d3c6f7b4c43&fccid=48270b2eee62c2c6&vjs=3,Bain & Company," Develop impact report(s), primarily generated from Chronus.
 Unwavering leadership support and action.
 On-going best in class capability building efforts","Washington, DC 20036 
(Downtown area)","Posted
Posted 9 days ago",4.3,10/10/2022,
7482,"Washington, DC",social impact,"Data Associate, Weikart Center",https://www.indeed.com/rc/clk?jk=3315634323943610&fccid=8a0f948910e2a3c5&vjs=3,The David P. Weikart Center for Youth Program...," Racial equity, social justice, and program quality in the youth development field.
 Youth development, social work, education, or related fields is required","Temporarily Remote in Washington, DC 20012","Posted
Posted 30+ days ago",,10/10/2022,
7483,"Washington, DC",social impact,Washington Correspondent,https://www.indeed.com/rc/clk?jk=72dab40e23dcae1f&fccid=3928d57e4179edc5&vjs=3,McClatchy," An understanding of audience metrics and social and search trends.
 This is not a traditional beat reporting job focused on meetings and routine events","Washington, DC 20036 
(Downtown area)","Posted
Posted 30+ days ago",3.3,10/10/2022,
7484,"Washington, DC",social impact,Threat Analyst / Watch Officer (on-site),https://www.indeed.com/rc/clk?jk=f611fa7c82b039c7&fccid=feba9257ca2f1d67&vjs=3,Schubring Global Solutions," Assist with investigations, social media monitoring, and crisis management logistics as needed.
 Develop a network of sources and contacts to support the","Sterling, VA","Posted
Posted 30+ days ago",,10/10/2022,
7485,"Washington, DC",social impact,"Organizer Representative, SEIU221",https://www.indeed.com/rc/clk?jk=6675125760c0213d&fccid=35be9472644e4e3a&vjs=3,Service Employee Intl. Union," Representation is expanding and enforcing the rights of workers through contract negotiations, impact bargaining, labor-management meetings, unfair labor","Washington, DC 20036 
(Downtown area)","Posted
Posted 30+ days ago",,10/10/2022,
7486,"Washington, DC",social impact,Solicitor,https://www.indeed.com/rc/clk?jk=b8d22fe1d3853bd8&fccid=dd616958bd9ddc12&vjs=3,US Federal Labor Relations Authority," Advises on the impact of proposed legislation on the operations of the FLRA;
 Renders advice on legal questions presented by major case decisions or policy","Washington, DC 
(Downtown area)","Posted
Posted 17 days ago",,10/10/2022,
7487,"Washington, DC",social impact,Employment Specialist (Jobs First DC Pilot Program),https://www.indeed.com/rc/clk?jk=6ff3d42e60da5075&fccid=7a1577ae4a3290fb&vjs=3,Friendship Place," Provide support to participants in navigating and accessing social services, through referrals, connections to services, and enrollment with community-based","Washington, DC 20009 
(Shaw area)","Posted
Posted 26 days ago",4.2,10/10/2022,
7488,"Washington, DC",social impact,Communications and Public Affairs Director,https://www.indeed.com/rc/clk?jk=12c57f80ec048a7d&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION," Has strong knowledge of internal and external trends that impact the business and our company positioning.
 Provides executive communications support for the SVP","Arlington, VA 22202 
(Aurora Highlands area)","Posted
Posted 24 days ago",4,10/10/2022,
7489,"Washington, DC",social impact,"Manager, Talent Services Program Management & Communications",https://www.indeed.com/rc/clk?jk=87577404e67f3678&fccid=9e215d88a6b33622&vjs=3,Deloitte," Manages TS communication protocols, including internal social networking sites, calendars, requests for information, distribution lists and mailboxes","Bowie, MD","Posted
Posted 1 day ago",3.9,10/10/2022,
7490,"Washington, DC",social impact,"Vice President, Policy & Advocacy",https://www.indeed.com/rc/clk?jk=85e3a22dfc4b65c3&fccid=8a0f948910e2a3c5&vjs=3,The David P. Weikart Center for Youth Program...," Produce results aligned with the organization’s strategy and impact metrics.
 Manages Self – You ask for feedback on impact of your behavior on others","Washington, DC 20012 
(Takoma Park area)","Posted
Posted 30+ days ago",,10/10/2022,
7491,"Washington, DC",social impact,Information Technology Specialist (Enterprise Architecture),https://www.indeed.com/rc/clk?jk=19e87c49b3cb1d26&fccid=dd616958bd9ddc12&vjs=3,US Administrative Office of the U.S. Courts," Participating in major IT efforts with judiciary-wide business impacts.
 The incumbent supports the development and implementation, as well as assuring","Hybrid remote in Washington, DC","Posted
Posted 9 days ago",,10/10/2022,
7492,"Washington, DC",social impact,Due Diligence and Environmental Compliance Consultant,https://www.indeed.com/rc/clk?jk=53e0ec4fe381a552&fccid=d59125385b36aedc&vjs=3,Rambøll," We help clients understand and manage the impacts of their activities and products, so that they can respond to business, regulatory, or legal challenges","Hybrid remote in Arlington, VA","Posted
Posted 2 days ago",3.9,10/10/2022,
7493,"Washington, DC",social impact,Operations Support Specialist (Statistical Analyst),https://www.indeed.com/rc/clk?jk=a4ae2c33dcd06867&fccid=c67807f343782cc7&vjs=3,U.S. Courts, Assist in the preparation of reports that describe multidistrict litigation activity (including trends and historical comparisons) and that assess the impact of,"Washington, DC","Posted
Posted 30+ days ago",3.9,10/10/2022,
7494,"Washington, DC",social impact,Global Patient Relations & Advocacy Lead CVRM,https://www.indeed.com/rc/clk?jk=30553aa580dbd4eb&fccid=003656df63cede32&vjs=3,AstraZeneca," As the Global Patient Relations Advocacy Lead, CVRM you will help build a strong understanding of patient perspectives and needs, generating evidence on","Gaithersburg, MD 20878","Posted
Posted 30+ days ago",4.1,10/10/2022,
7495,"Washington, DC",social impact,Immediate Opening: Talent Manager,https://www.indeed.com/company/E.L.-Haynes-Public-Charter-School/jobs/Opening-951a0b28f70445af?fccid=66c34c1d1f63d0f1&vjs=3,E.L. Haynes Public Charter School," Haynes Public Charter School serves more than 1,150 students in grades Pre-K3 through 12th grade.
 A school where students learn in a rigorous and coherent PreK","Washington, DC","Posted
Posted 30+ days ago",3.2,10/10/2022,
7496,"Washington, DC",social impact,Attorney Advisor (General),https://www.indeed.com/rc/clk?jk=2fcebf653e257c9f&fccid=3c2b190c8ee7611e&vjs=3,US Merit Systems Protection Board," The duties described are for the full-performance level.
 At developmental grade levels, assignments will be of more limited scope, performed with less","Washington, DC","Posted
Posted 21 days ago",3.3,10/10/2022,
7497,"Washington, DC",social impact,"Associate Director, Community Management",https://www.indeed.com/rc/clk?jk=7600a9f3c1e39d94&fccid=35e20d74274e1142&vjs=3,American Council on Education," Experience with design thinking and social learning.
 The American Council on Education (ACE) is a membership organization that mobilizes the higher education","Washington, DC 20036 
(Dupont Circle area)","Posted
Posted 30+ days ago",3.8,10/10/2022,
7498,"Washington, DC",social impact,Universal Worker,https://www.indeed.com/rc/clk?jk=4e01b7e85f51e1f9&fccid=ee39aa97e1d57e9d&vjs=3,Riderwood Village by Erickson Senior Living," Supporting virtual visits for residents to communicate with loved ones as visitation is challenged by social isolation.
 Trash removal (no contact required)","Silver Spring, MD","Posted
Posted 30+ days ago",3.6,10/10/2022,
7499,"Washington, DC",social impact,Global HR Business Partner,https://www.indeed.com/rc/clk?jk=ad486c0d3f0585a3&fccid=52b7d3ea5627bd7b&vjs=3,Atlas Technology Solutions, To provide superior service to our key clients while anticipating their needs and delivering fast and impactful results and provide assistance with department,"Washington, DC","Posted
Posted 30+ days ago",4,10/10/2022,
